State,County,Current Landfill Status,Landfill Design Capacity (tons),Waste in Place (tons),Waste in Place Year,State and County,,,,,,,,
AK,Aleutians West,Closed,,,,AK Aleutians West,0,,,,,,,
AK,Anchorage,Open,"27,104,639","10,097,255",2019,AK Anchorage,13392608,,,,,,,
AK,Anchorage,Closed,"3,295,353","3,295,353",1987,AK Anchorage,,,,,,,,
AK,Fairbanks North Star,Open,"10,518,622","4,388,500",2019,AK Fairbanks North Star,4388500,,,,,,,
AK,Juneau,Open,"1,770,499","923,523",2019,AK Juneau,923523,,,,,,,
AK,Kenai Peninsula,Open,"2,703,698","1,680,681",2019,AK Kenai Peninsula,1680681,,,,,,,
AK,Kodiak Island,Closed,,"228,688",2007,AK Kodiak Island,228688,,,,,,,
AK,Matanuska-Susitna,Open,"41,974,220","1,941,322",2019,AK Matanuska-Susitna,1941322,,,,,,,
AL,Baldwin,Open,"6,408,237","4,125,565",2019,AL Baldwin,4125565,,,,,,,
AL,Blount,Closed,,,,AL Blount,0,,,,,,,
AL,Calhoun,Closed,,"4,350,000",,AL Calhoun,4350000,,,,,,,
AL,Cherokee,Open,"39,848,970","5,067,552",2019,AL Cherokee,5067552,,,,,,,
AL,Chilton,Closed,,,,AL Chilton,0,,,,,,,
AL,Coffee,Open,"6,765,340","3,972,893",2019,AL Coffee,3972893,,,,,,,
AL,Colbert,Open,"5,300,000","3,200,000",2009,AL Colbert,3200000,,,,,,,
AL,Cullman,Closed,,"912,793",1993,AL Cullman,2784324,,,,,,,
AL,Cullman,Open,"2,937,045","1,871,531",2019,AL Cullman,,,,,,,,
AL,DeKalb,Open,"28,041,435","9,243,125",2019,AL DeKalb,9243125,,,,,,,
AL,Escambia,Open,"22,340,335","13,937,248",2019,AL Escambia,13937248,,,,,,,
AL,Houston,Open,"5,266,741","3,819,306",2019,AL Houston,3819306,,,,,,,
AL,Jackson,Open,,"1,045,610",2019,AL Jackson,1798003,,,,,,,
AL,Jackson,Closed,,"752,393",,AL Jackson,,,,,,,,
AL,Jefferson,Open,"4,469,515","4,394,836",2019,AL Jefferson,28310278,,,,,,,
AL,Jefferson,Open,"19,347,893","5,167,255",2019,AL Jefferson,,,,,,,,
AL,Jefferson,Open,"3,483,997","1,665,314",2019,AL Jefferson,,,,,,,,
AL,Jefferson,Open,"9,644,756","7,758,371",2019,AL Jefferson,,,,,,,,
AL,Jefferson,Closed,,"9,324,502",,AL Jefferson,,,,,,,,
AL,Lauderdale,Closed,,"1,361,816",2009,AL Lauderdale,2823728,,,,,,,
AL,Lauderdale,Closed,,"1,461,912",,AL Lauderdale,,,,,,,,
AL,Lawrence,Open,"16,643,163","6,323,865",2019,AL Lawrence,6323865,,,,,,,
AL,Lee,Open,"35,878,843","12,171,155",2019,AL Lee,12171155,,,,,,,
AL,Limestone,Closed,,"1,195,575",,AL Limestone,1195575,,,,,,,
AL,Madison,Open,,"11,928,823",2019,AL Madison,11928823,,,,,,,
AL,Marshall,Closed,,"2,700,000",,AL Marshall,2700000,,,,,,,
AL,Mobile,Open,"37,173,934","7,585,362",2019,AL Mobile,9404065,,,,,,,
AL,Mobile,Closed,,"967,998",,AL Mobile,,,,,,,,
AL,Mobile,Closed,,"850,705",,AL Mobile,,,,,,,,
AL,Monroe,Closed,,"1,205,385",1998,AL Monroe,1205385,,,,,,,
AL,Montgomery,Open,,"10,840,930",2019,AL Montgomery,10840930,,,,,,,
AL,Morgan,Open,"11,360,146","6,094,528",2019,AL Morgan,6094528,,,,,,,
AL,Perry,Open,"36,527,758","4,583,042",2019,AL Perry,4583042,,,,,,,
AL,Pike,Open,"23,947,035","885,933",2019,AL Pike,885933,,,,,,,
AL,Shelby,Open,"4,520,250","3,395,576",2019,AL Shelby,3395576,,,,,,,
AL,St. Clair,Open,"61,657,070","5,156,207",2019,AL St. Clair,10112269,,,,,,,
AL,St. Clair,Open,"37,005,755","4,956,062",2019,AL St. Clair,,,,,,,,
AL,Tallapoosa,Open,"26,921,459","6,421,190",2019,AL Tallapoosa,6421190,,,,,,,
AL,Tuscaloosa,Open,"9,826,872","7,330,089",2019,AL Tuscaloosa,7330089,,,,,,,
AL,Walker,Open,"20,503,116","10,653,841",2019,AL Walker,10653841,,,,,,,
AL,Walker,Closed,,,,AL Walker,,,,,,,,
AL,Washington,Open,"23,280,092","1,852,870",2019,AL Washington,1852870,,,,,,,
AL,Winston,Open,,,,AL Winston,0,,,,,,,
AR,Arkansas,Open,,,,AR Arkansas,0,,,,,,,
AR,Ashley,Open,,,,AR Ashley,0,,,,,,,
AR,Baxter,Closed,"1,672,800",,,AR Baxter,0,,,,,,,
AR,Conway,Open,"1,367,651","844,621",2019,AR Conway,844621,,,,,,,
AR,Craighead,Open,"4,050,450","2,349,968",2019,AR Craighead,2349968,,,,,,,
AR,Crittenden,Open,"3,887,482","2,185,487",2019,AR Crittenden,2185487,,,,,,,
AR,Faulkner,Open,"8,301,177","3,132,959",2019,AR Faulkner,3132959,,,,,,,
AR,Fulton,Open,"6,490,730","2,696,637",2019,AR Fulton,2696637,,,,,,,
AR,Greene,Open,"3,922,190","2,775,021",2019,AR Greene,2775021,,,,,,,
AR,Hempstead,Open,"1,110,000",,,AR Hempstead,0,,,,,,,
AR,Howard,Open,,"1,794,145",2019,AR Howard,1794145,,,,,,,
AR,Jackson,Open,"841,045",,,AR Jackson,0,,,,,,,
AR,Jefferson,Open,"5,845,066","3,616,314",2019,AR Jefferson,6060227,,,,,,,
AR,Jefferson,Closed,"2,443,918","2,443,913",1992,AR Jefferson,,,,,,,,
AR,Mississippi,Open,,"2,380,027",2019,AR Mississippi,2380027,,,,,,,
AR,Phillips,Open,,,,AR Phillips,0,,,,,,,
AR,Prairie,Open,"26,993,821","3,767,181",2019,AR Prairie,3767181,,,,,,,
AR,Pulaski,Open,"7,751,457","3,474,826",2018,AR Pulaski,22742904,,,,,,,
AR,Pulaski,Closed,"5,657,857","5,597,448",2011,AR Pulaski,,,,,,,,
AR,Pulaski,Open,"32,562,361","13,670,630",2019,AR Pulaski,,,,,,,,
AR,Saline,Open,"8,075,586","4,337,789",2019,AR Saline,4337789,,,,,,,
AR,Sebastian,Open,"47,823,137","10,034,620",2019,AR Sebastian,10034620,,,,,,,
AR,Union,Open,"8,394,453","3,383,702",2019,AR Union,3383702,,,,,,,
AR,Washington,Open,"14,781,980","9,509,704",2019,AR Washington,9509704,,,,,,,
AR,Yell,Open,"6,189,391","3,132,420",2019,AR Yell,3132420,,,,,,,
AZ,Apache,Open,,,,AZ Apache,0,,,,,,,
AZ,Cochise,Open,"4,739,984",,,AZ Cochise,1200000,,,,,,,
AZ,Cochise,Open,"1,644,682","1,200,000",1998,AZ Cochise,,,,,,,,
AZ,Coconino,Open,"15,126,817","5,344,751",2019,AZ Coconino,5344751,,,,,,,
AZ,La Paz,Open,"19,878,402","3,618,867",2019,AZ La Paz,3618867,,,,,,,
AZ,Maricopa,Closed,"10,727,362","10,727,362",1995,AZ Maricopa,172326997,,,,,,,
AZ,Maricopa,Open,"96,088,410","39,585,710",2019,AZ Maricopa,,,,,,,,
AZ,Maricopa,Closed,"1,625,749","1,625,749",1999,AZ Maricopa,,,,,,,,
AZ,Maricopa,Closed,,"2,100,000",2001,AZ Maricopa,,,,,,,,
AZ,Maricopa,Open,"33,670,772","11,095,751",2019,AZ Maricopa,,,,,,,,
AZ,Maricopa,Closed,,,,AZ Maricopa,,,,,,,,
AZ,Maricopa,Closed,,"11,158,328",2013,AZ Maricopa,,,,,,,,
AZ,Maricopa,Closed,,"2,206,102",1992,AZ Maricopa,,,,,,,,
AZ,Maricopa,Open,"149,489,019","21,250,933",2019,AZ Maricopa,,,,,,,,
AZ,Maricopa,Closed,"4,267,841","4,217,096",2007,AZ Maricopa,,,,,,,,
AZ,Maricopa,Open,"22,996,457","14,428,208",2019,AZ Maricopa,,,,,,,,
AZ,Maricopa,Closed,"16,100,000",,,AZ Maricopa,,,,,,,,
AZ,Maricopa,Closed,"16,125,406","16,125,406",2005,AZ Maricopa,,,,,,,,
AZ,Maricopa,Open,"29,004,965","13,751,463",2019,AZ Maricopa,,,,,,,,
AZ,Maricopa,Open,"29,510,617","12,554,889",2019,AZ Maricopa,,,,,,,,
AZ,Maricopa,Closed,,"11,500,000",1993,AZ Maricopa,,,,,,,,
AZ,Mohave,Open,"2,646,000","2,186,709",2019,AZ Mohave,3843020,,,,,,,
AZ,Mohave,Open,"7,501,284","1,656,311",2019,AZ Mohave,,,,,,,,
AZ,Navajo,Open,"20,747,046","3,464,928",2019,AZ Navajo,3464928,,,,,,,
AZ,Pima,Closed,,"2,250,000",,AZ Pima,31454477,,,,,,,
AZ,Pima,Open,"26,163,223","22,608,148",2019,AZ Pima,,,,,,,,
AZ,Pima,Open,"98,910,583","1,731,274",2018,AZ Pima,,,,,,,,
AZ,Pima,Closed,"3,715,590","3,545,055",2013,AZ Pima,,,,,,,,
AZ,Pima,Closed,,"1,320,000",1987,AZ Pima,,,,,,,,
AZ,Pinal,Open,"11,001,883","9,334,264",2019,AZ Pinal,17327660,,,,,,,
AZ,Pinal,Open,"168,028,763","4,534,471",2019,AZ Pinal,,,,,,,,
AZ,Pinal,Open,,"8,902",2001,AZ Pinal,,,,,,,,
AZ,Pinal,Open,"28,595,171","1,676,207",2019,AZ Pinal,,,,,,,,
AZ,Pinal,Closed,,"1,773,816",2019,AZ Pinal,,,,,,,,
AZ,Santa Cruz,Open,"1,929,119","1,042,941",2011,AZ Santa Cruz,1042941,,,,,,,
AZ,Yavapai,Open,"26,435,399","4,243,117",2019,AZ Yavapai,4243117,,,,,,,
AZ,Yuma,Closed,,"2,200,000",1998,AZ Yuma,11975321,,,,,,,
AZ,Yuma,Open,"19,878,402","6,576,774",2019,AZ Yuma,,,,,,,,
AZ,Yuma,Open,"27,163,398","3,198,547",2019,AZ Yuma,,,,,,,,
CA,Alameda,Open,"131,857,568","63,798,959",2019,CA Alameda,112511445,,,,,,,
CA,Alameda,Closed,"7,801,335","4,200,719",1980,CA Alameda,,,,,,,,
CA,Alameda,Closed,"17,343,900","16,814,600",2009,CA Alameda,,,,,,,,
CA,Alameda,Open,"29,915,008","27,697,167",2019,CA Alameda,,,,,,,,
CA,Amador,Closed,,"1,013,553",,CA Amador,1013553,,,,,,,
CA,Butte,Open,"11,697,222","6,856,794",2019,CA Butte,6856794,,,,,,,
CA,Calaveras,Closed,,,,CA Calaveras,470515,,,,,,,
CA,Calaveras,Open,,"470,515",2004,CA Calaveras,,,,,,,,
CA,Colusa,Closed,,"200,000",,CA Colusa,210000,,,,,,,
CA,Colusa,Open,,"10,000",2004,CA Colusa,,,,,,,,
CA,Contra Costa,Closed,,"10,800,000",2002,CA Contra Costa,50961676,,,,,,,
CA,Contra Costa,Closed,"4,578,840","4,153,922",1992,CA Contra Costa,,,,,,,,
CA,Contra Costa,Open,"74,562,762","21,057,754",2019,CA Contra Costa,,,,,,,,
CA,Contra Costa,Closed,,"14,950,000",2006,CA Contra Costa,,,,,,,,
CA,Del Norte,Closed,"482,866","482,866",2006,CA Del Norte,482866,,,,,,,
CA,El Dorado,Closed,,"1,000,000",,CA El Dorado,1000000,,,,,,,
CA,Fresno,Open,"26,838,800","14,940,418",2019,CA Fresno,38323710,,,,,,,
CA,Fresno,Closed,,"12,451,139",,CA Fresno,,,,,,,,
CA,Fresno,Closed,,"784,000",,CA Fresno,,,,,,,,
CA,Fresno,Open,"5,117,004","1,917,803",2019,CA Fresno,,,,,,,,
CA,Fresno,Closed,,"4,800,000",1987,CA Fresno,,,,,,,,
CA,Fresno,Closed,,"580,350",,CA Fresno,,,,,,,,
CA,Fresno,Closed,,"1,000,000",2004,CA Fresno,,,,,,,,
CA,Fresno,Closed,"1,850,000","1,850,000",,CA Fresno,,,,,,,,
CA,Glenn,Open,,"540,000",,CA Glenn,540000,,,,,,,
CA,Humboldt,Closed,"1,843,516","1,843,516",2000,CA Humboldt,1843516,,,,,,,
CA,Imperial,Open,"13,952,388","4,926,118",2019,CA Imperial,6448918,,,,,,,
CA,Imperial,Closed,,"400,000",2004,CA Imperial,,,,,,,,
CA,Imperial,Open,,"500,000",2004,CA Imperial,,,,,,,,
CA,Imperial,Closed,,"150,000",2004,CA Imperial,,,,,,,,
CA,Imperial,Open,,"50,000",2004,CA Imperial,,,,,,,,
CA,Imperial,Open,,"171,000",,CA Imperial,,,,,,,,
CA,Imperial,Open,,"50,000",2004,CA Imperial,,,,,,,,
CA,Imperial,Closed,,"25,000",2004,CA Imperial,,,,,,,,
CA,Imperial,Closed,,"50,000",2004,CA Imperial,,,,,,,,
CA,Imperial,Unknown,,"76,800",,CA Imperial,,,,,,,,
CA,Imperial,Open,,"50,000",2004,CA Imperial,,,,,,,,
CA,Inyo,Open,,"250,000",2004,CA Inyo,564415,,,,,,,
CA,Inyo,Closed,,,,CA Inyo,,,,,,,,
CA,Inyo,Closed,,"50,000",,CA Inyo,,,,,,,,
CA,Inyo,Open,,"100,000",2004,CA Inyo,,,,,,,,
CA,Inyo,Open,,"100,000",2004,CA Inyo,,,,,,,,
CA,Inyo,Open,,"15,708",,CA Inyo,,,,,,,,
CA,Inyo,Open,,"48,707",,CA Inyo,,,,,,,,
CA,Kern,Closed,"4,171,392","4,171,392",,CA Kern,32178029,,,,,,,
CA,Kern,Closed,,,,CA Kern,,,,,,,,
CA,Kern,Open,"27,204,423","10,814,230",2019,CA Kern,,,,,,,,
CA,Kern,Open,"557,000","458,500",2009,CA Kern,,,,,,,,
CA,Kern,Closed,,"110,745",1998,CA Kern,,,,,,,,
CA,Kern,Closed,"3,608,940","3,608,940",,CA Kern,,,,,,,,
CA,Kern,Closed,,,,CA Kern,,,,,,,,
CA,Kern,Open,,"300,000",2004,CA Kern,,,,,,,,
CA,Kern,Closed,,"50,000",,CA Kern,,,,,,,,
CA,Kern,Closed,,"276,507",,CA Kern,,,,,,,,
CA,Kern,Closed,,"584,435",,CA Kern,,,,,,,,
CA,Kern,Closed,"830,800","82,140",2009,CA Kern,,,,,,,,
CA,Kern,Closed,"1,117,000","1,117,000",,CA Kern,,,,,,,,
CA,Kern,Open,"45,000,000","979,470",2009,CA Kern,,,,,,,,
CA,Kern,Closed,,"39,761",,CA Kern,,,,,,,,
CA,Kern,Open,"11,167,924","3,013,520",2008,CA Kern,,,,,,,,
CA,Kern,Open,"24,139,435","3,164,654",2009,CA Kern,,,,,,,,
CA,Kern,Open,"5,910,000","1,627,135",2009,CA Kern,,,,,,,,
CA,Kern,Open,"2,078,000","1,649,600",2008,CA Kern,,,,,,,,
CA,Kern,Closed,,"130,000",,CA Kern,,,,,,,,
CA,Kings,Open,"20,803,561","4,511,277",2019,CA Kings,11842845,,,,,,,
CA,Kings,Open,"18,734,615","4,489,583",2019,CA Kings,,,,,,,,
CA,Kings,Closed,"2,250,385","2,250,385",1997,CA Kings,,,,,,,,
CA,Kings,Closed,,"591,600",,CA Kings,,,,,,,,
CA,Lake,Open,,"2,453,070",2019,CA Lake,2453070,,,,,,,
CA,Lassen,Open,,"351,480",2011,CA Lassen,759151,,,,,,,
CA,Lassen,Closed,,"50,000",,CA Lassen,,,,,,,,
CA,Lassen,Closed,,"50,000",,CA Lassen,,,,,,,,
CA,Lassen,Closed,,"10,000",,CA Lassen,,,,,,,,
CA,Lassen,Closed,,"11,616",,CA Lassen,,,,,,,,
CA,Lassen,Open,,"236,055",,CA Lassen,,,,,,,,
CA,Lassen,Open,,"50,000",2004,CA Lassen,,,,,,,,
CA,Los Angeles,Open,"23,693,955","10,115,687",2019,CA Los Angeles,611346455,,,,,,,
CA,Los Angeles,Closed,,"3,600,000",,CA Los Angeles,,,,,,,,
CA,Los Angeles,Closed,"18,420,000","7,900,000",,CA Los Angeles,,,,,,,,
CA,Los Angeles,Closed,"49,245,368","49,245,368",1996,CA Los Angeles,,,,,,,,
CA,Los Angeles,Closed,,"61,302,299",2007,CA Los Angeles,,,,,,,,
CA,Los Angeles,Closed,,"408,000",,CA Los Angeles,,,,,,,,
CA,Los Angeles,Open,"5,391,225","2,000,000",,CA Los Angeles,,,,,,,,
CA,Los Angeles,Open,"30,930,000","27,820,084",2019,CA Los Angeles,,,,,,,,
CA,Los Angeles,Open,"60,715,392","42,004,497",2019,CA Los Angeles,,,,,,,,
CA,Los Angeles,Closed,,"1,600,000",,CA Los Angeles,,,,,,,,
CA,Los Angeles,Closed,,"3,600,000",,CA Los Angeles,,,,,,,,
CA,Los Angeles,Open,"21,777,428","8,270,122",2019,CA Los Angeles,,,,,,,,
CA,Los Angeles,Closed,"19,203,287","19,103,290",1996,CA Los Angeles,,,,,,,,
CA,Los Angeles,Closed,"5,300,000","5,300,000",1965,CA Los Angeles,,,,,,,,
CA,Los Angeles,Closed,,"21,310,000",,CA Los Angeles,,,,,,,,
CA,Los Angeles,Closed,,"29,920,000",,CA Los Angeles,,,,,,,,
CA,Los Angeles,Closed,,"24,048,240",1980,CA Los Angeles,,,,,,,,
CA,Los Angeles,Open,,,,CA Los Angeles,,,,,,,,
CA,Los Angeles,Closed,,"9,000,000",,CA Los Angeles,,,,,,,,
CA,Los Angeles,Closed,,"75,000",,CA Los Angeles,,,,,,,,
CA,Los Angeles,Closed,"142,400,000","142,250,454",2013,CA Los Angeles,,,,,,,,
CA,Los Angeles,Open,,,,CA Los Angeles,,,,,,,,
CA,Los Angeles,Closed,,"200,000",,CA Los Angeles,,,,,,,,
CA,Los Angeles,Open,"9,738,383","3,855,639",2019,CA Los Angeles,,,,,,,,
CA,Los Angeles,Open,,"33,842,366",2019,CA Los Angeles,,,,,,,,
CA,Los Angeles,Closed,,"5,500,000",,CA Los Angeles,,,,,,,,
CA,Los Angeles,Closed,,"17,268,344",2000,CA Los Angeles,,,,,,,,
CA,Los Angeles,Open,"109,393,338","65,207,800",2019,CA Los Angeles,,,,,,,,
CA,Los Angeles,Closed,,"16,574,265",1985,CA Los Angeles,,,,,,,,
CA,Los Angeles,Closed,,"25,000",,CA Los Angeles,,,,,,,,
CA,Madera,Open,"15,926,354","4,805,425",2019,CA Madera,4805425,,,,,,,
CA,Marin,Open,"23,938,097","16,076,533",2019,CA Marin,16212021,,,,,,,
CA,Marin,Closed,,"135,488",,CA Marin,,,,,,,,
CA,Mariposa,Open,,"720,000",,CA Mariposa,720000,,,,,,,
CA,Mendocino,Closed,,"365,215",,CA Mendocino,2919815,,,,,,,
CA,Mendocino,Closed,,"2,200,000",1998,CA Mendocino,,,,,,,,
CA,Mendocino,Closed,,"250,000",,CA Mendocino,,,,,,,,
CA,Mendocino,Closed,,"50,000",,CA Mendocino,,,,,,,,
CA,Mendocino,Closed,,"54,600",,CA Mendocino,,,,,,,,
CA,Merced,Open,"11,842,027","2,224,221",2019,CA Merced,9725645,,,,,,,
CA,Merced,Open,"26,160,242","7,501,424",2019,CA Merced,,,,,,,,
CA,Modoc,Open,,"33,872",,CA Modoc,73872,,,,,,,
CA,Modoc,Closed,,"10,000",,CA Modoc,,,,,,,,
CA,Modoc,Closed,,"10,000",,CA Modoc,,,,,,,,
CA,Modoc,Closed,,"10,000",,CA Modoc,,,,,,,,
CA,Modoc,Closed,,"10,000",,CA Modoc,,,,,,,,
CA,Mono,Closed,,"246,000",,CA Mono,555800,,,,,,,
CA,Mono,Open,,"100,000",2004,CA Mono,,,,,,,,
CA,Mono,Closed,,"54,000",,CA Mono,,,,,,,,
CA,Mono,Closed,,"50,000",2004,CA Mono,,,,,,,,
CA,Mono,Open,,"55,800",,CA Mono,,,,,,,,
CA,Mono,Open,,"50,000",2004,CA Mono,,,,,,,,
CA,Monterey,Closed,"2,064,000","1,642,549",2002,CA Monterey,18042850,,,,,,,
CA,Monterey,Open,"13,836,696","3,333,764",2019,CA Monterey,,,,,,,,
CA,Monterey,Closed,,"169,200",,CA Monterey,,,,,,,,
CA,Monterey,Closed,"720,460","443,400",2002,CA Monterey,,,,,,,,
CA,Monterey,Open,"56,885,736","12,435,937",2019,CA Monterey,,,,,,,,
CA,Monterey,Closed,,"18,000",,CA Monterey,,,,,,,,
CA,Napa,Closed,"4,830,052","4,830,026",1995,CA Napa,6435197,,,,,,,
CA,Napa,Closed,,"50,000",,CA Napa,,,,,,,,
CA,Napa,Open,"2,886,830","1,555,171",2019,CA Napa,,,,,,,,
CA,Nevada,Closed,,"2,182,268",,CA Nevada,2182268,,,,,,,
CA,Orange,Closed,"39,000,000","38,999,999",1990,CA Orange,219463968,,,,,,,
CA,Orange,Open,"112,816,902","57,681,443",2019,CA Orange,,,,,,,,
CA,Orange,Open,"96,736,556","86,320,460",2019,CA Orange,,,,,,,,
CA,Orange,Open,"119,092,732","22,937,635",2019,CA Orange,,,,,,,,
CA,Orange,Closed,"13,524,435","13,524,431",2000,CA Orange,,,,,,,,
CA,Placer,Closed,,"10,000",,CA Placer,8510863,,,,,,,
CA,Placer,Closed,,"500,000",,CA Placer,,,,,,,,
CA,Placer,Open,"24,104,176","8,000,863",2019,CA Placer,,,,,,,,
CA,Plumas,Open,,"50,000",2004,CA Plumas,468500,,,,,,,
CA,Plumas,Closed,,"283,500",,CA Plumas,,,,,,,,
CA,Plumas,Closed,,"135,000",,CA Plumas,,,,,,,,
CA,Riverside,Closed,,"381,600",,CA Riverside,101206508,,,,,,,
CA,Riverside,Open,"27,562,500","15,382,327",2019,CA Riverside,,,,,,,,
CA,Riverside,Open,"2,000,000","732,963",2015,CA Riverside,,,,,,,,
CA,Riverside,Closed,"3,238,000","3,238,000",,CA Riverside,,,,,,,,
CA,Riverside,Closed,"4,000,000","4,000,000",,CA Riverside,,,,,,,,
CA,Riverside,Open,,"23,000",,CA Riverside,,,,,,,,
CA,Riverside,Closed,"2,100,000","2,100,000",,CA Riverside,,,,,,,,
CA,Riverside,Closed,"6,800,000","6,100,000",2002,CA Riverside,,,,,,,,
CA,Riverside,Open,"212,240,372","51,265,919",2019,CA Riverside,,,,,,,,
CA,Riverside,Closed,"3,493,000","3,493,000",1998,CA Riverside,,,,,,,,
CA,Riverside,Open,"27,562,500","12,004,862",2019,CA Riverside,,,,,,,,
CA,Riverside,Closed,"2,312,837","2,312,837",,CA Riverside,,,,,,,,
CA,Riverside,Open,,"72,000",,CA Riverside,,,,,,,,
CA,Riverside,Open,,"100,000",2004,CA Riverside,,,,,,,,
CA,Sacramento,Unknown,,,,CA Sacramento,37042889,,,,,,,
CA,Sacramento,Closed,,"3,900,000",,CA Sacramento,,,,,,,,
CA,Sacramento,Closed,,"214,800",,CA Sacramento,,,,,,,,
